https://mapasinteractivos.didactalia.net/comunidad/mapasflashinteractivos/recurso/provincias-de-espaa/108fb9ee-6654-465a-a9ed-e84be977a27a,"Provincias de España","Ubica en el mapa cada una de las provincias de España por las que te va preguntando este juego interactivo de geografía.Amplía o reduce el mapa con el zoom y ajusta su tamaño a la pantalla de tu dispositivo. También puedes clicar sobre el mapa y arrastrarlo para centrarlo. ",http://geonames.org/6255148,Europa,,,,,"¿Dónde está?"
https://mapasinteractivos.didactalia.net/comunidad/mapasflashinteractivos/recurso/relieve-de-espaa/b08c36e5-ed54-46e1-995f-354b59d8dd08,"Relieve de España","¿Recuerdas dónde está el sistema bético? ¿ y el sistema central o la submeseta sur? Pon a prueba tus conocimientos del relieve con este juego interactivo.Amplía o reduce el mapa con el zoom y ajusta su tamaño a la pantalla de tu dispositivo. También puedes clicar sobre el mapa y arrastrarlo para centrarlo.",http://geonames.org/6255148,Europa,,,,,"¿Dónde está?"
